PeakID (cmd=annotatePeaks.pl /home/jerry/Documentos/Python3.10/prueba/datos/Sanchez_et_al_peaks.narrowPeak mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Sanchez_et_al_peak_836	chr15	34443735	34443884	+	34	NA	promoter-TSS (NM_001163485)	promoter-TSS (NM_001163485)	-533	NM_001163485	19946	Mm.358632	NM_009083	ENSMUSG00000058600	Rpl30	-	ribosomal protein L30	protein-coding
Sanchez_et_al_peak_589	chr12	76015618	76015748	+	34	NA	exon (NM_001005510, exon 66 of 116)	exon (NM_001005510, exon 66 of 116)	106580	NR_039560	100628610		NR_039560	ENSMUSG00000092922	Mir5101	mmu-mir-5101|mu-mir-5101	microRNA 5101	ncRNA
Sanchez_et_al_peak_2312	chr7	100744442	100744600	+	34	NA	intron (NM_178764, intron 2 of 8)	intron (NM_178764, intron 2 of 8)	37886	NM_001362170	319604	Mm.260362	NM_178764	ENSMUSG00000029461	Fam168a	2610030B18Rik|B930006L02Rik|mKIAA0280	family with sequence similarity 168, member A	protein-coding
Sanchez_et_al_peak_58	chr1	88277466	88277738	+	34	NA	promoter-TSS (NM_172505)	promoter-TSS (NM_172505)	-23	NM_198652	381280	Mm.384762	NM_198652	ENSMUSG00000044783	Hjurp	6430706D22Rik|A730008H23Rik|C330011F01Rik|Gm975|Mfleg1	Holliday junction recognition protein	protein-coding
Sanchez_et_al_peak_1987	chr5	146261173	146261290	+	34	NA	intron (NM_153599, intron 2 of 12)	LSU-rRNA_Hsa|rRNA|rRNA	29981	NM_001359990	264064	Mm.260576	NM_153599	ENSMUSG00000029635	Cdk8	-	cyclin-dependent kinase 8	protein-coding
Sanchez_et_al_peak_96	chr1	134400859	134400976	+	34	NA	Intergenic	MMETn-int|LTR|ERVK	-4864	NM_028057	72017	Mm.280230	NM_028057	ENSMUSG00000026456	Cyb5r1	1500005G05Rik|B5R.1|C80155|Nqo3a2	cytochrome b5 reductase 1	protein-coding
Sanchez_et_al_peak_2399	chr8	19784537	19784744	+	34	NA	intron (NM_001270553, intron 6 of 9).2	CpG	55064	NM_001270553	100861668	Mm.491087	NM_001270553	ENSMUSG00000095294	Gm21119	-	predicted gene, 21119	protein-coding
Sanchez_et_al_peak_2409	chr8	26999275	26999412	+	34	NA	Intergenic	Intergenic	22007	NM_001101502	353310	Mm.212469	NM_001101502	ENSMUSG00000085795	Zfp703	1110032O19Rik|AI430822|AL022941|Csmn1|End2|Zeppo1|Znf703|Zpo1	zinc finger protein 703	protein-coding
Sanchez_et_al_peak_1161	chr17	72938471	72938595	+	34	NA	intron (NM_029999, intron 2 of 2)	intron (NM_029999, intron 2 of 2)	20228	NM_029999	77889	Mm.154109	NM_029999	ENSMUSG00000024063	Lbh	1810009F10Rik|6720416L16Rik	limb-bud and heart	protein-coding
Sanchez_et_al_peak_1494	chr2	144422301	144422426	+	34	NA	Intergenic	L1MA5|LINE|L1	-36917	NR_033459	668917	Mm.152805	NR_033459	ENSMUSG00000083674	Zfp133-ps	Zfp133	zinc finger protein 133, pseudogene	pseudo
Sanchez_et_al_peak_2521	chr9	20887816	20887969	+	34	NA	promoter-TSS (NM_145610)	promoter-TSS (NM_145610)	-283	NM_145610	235036	Mm.2930	NM_145610	ENSMUSG00000004100	Ppan	A230087P06Rik|SSF1	peter pan homolog	protein-coding
Sanchez_et_al_peak_2614	chr9	85749946	85750063	+	34	NA	promoter-TSS (NM_001081282)	promoter-TSS (NM_001081282)	-670	NM_001081282	108837	Mm.22315	NM_175371	ENSMUSG00000035941	Ibtk	5430411K16Rik|AA409502|BTKI|mKIAA1417	inhibitor of Bruton agammaglobulinemia tyrosine kinase	protein-coding
Sanchez_et_al_peak_986	chr16	14304935	14305068	+	34	NA	intron (NM_025345, intron 3 of 4)	intron (NM_025345, intron 3 of 4)	12331	NM_025345	66086	Mm.42072	NM_025345	ENSMUSG00000022677	Fopnl	0610037P05Rik	Fgfr1op N-terminal like	protein-coding
Sanchez_et_al_peak_1726	chr4	82621522	82621639	+	34	NA	Intergenic	Intergenic	113591	NR_137202	102635783	Mm.41666	NR_137202		Gm11266	-	predicted gene 11266	ncRNA
Sanchez_et_al_peak_1610	chr3	88526210	88526349	+	33	NA	Intergenic	Intergenic	-5667	NM_001029890	72640	Mm.275154	NM_001029890	ENSMUSG00000074480	Mex3a	2700083E18Rik|Gm411|Rkhd4	mex3 RNA binding family member A	protein-coding
Sanchez_et_al_peak_61	chr1	90973282	90973402	+	33	NA	Intergenic	Intergenic	-3722	NM_008998	19329	Mm.279780	NM_008998	ENSMUSG00000026304	Rab17	AW413472	RAB17, member RAS oncogene family	protein-coding
Sanchez_et_al_peak_2195	chr7	12921984	12922131	+	33	NA	promoter-TSS (NM_009095)	promoter-TSS (NM_009095)	-254	NM_009095	20103	Mm.5291	NM_009095	ENSMUSG00000012848	Rps5	AA617411	ribosomal protein S5	protein-coding
Sanchez_et_al_peak_386	chr11	72608413	72608571	+	33	NA	intron (NM_025985, intron 1 of 5)	CpG	1231	NM_025985	67128	Mm.458052	NM_025985	ENSMUSG00000020794	Ube2g1	2700059C12Rik|AI256795|AU014992|AW552068|D130023C12Rik	ubiquitin-conjugating enzyme E2G 1	protein-coding
Sanchez_et_al_peak_2655	chr9	123461891	123462008	+	33	NA	3' UTR (NM_001348168, exon 22 of 22)	3' UTR (NM_001348168, exon 22 of 22)	-16752	NM_013860	29806	Mm.10987	NM_013860	ENSMUSG00000025239	Limd1	AW822033|D9Ertd192e	LIM domains containing 1	protein-coding
Sanchez_et_al_peak_1268	chr19	3913165	3913385	+	32	NA	promoter-TSS (NM_144870)	promoter-TSS (NM_144870)	-501	NM_001271443	225887	Mm.44227	NM_144870	ENSMUSG00000059734	Ndufs8	BC021616|CI-23kD|TYKY	NADH:ubiquinone oxidoreductase core subunit S8	protein-coding
Sanchez_et_al_peak_1731	chr4	95283819	95283939	+	32	NA	Intergenic	L2b|LINE|L2	-231657	NM_010591	16476	Mm.275071	NM_010591	ENSMUSG00000052684	Jun	AP-1|Junc|c-jun	jun proto-oncogene	protein-coding
Sanchez_et_al_peak_1262	chr19	3320126	3320365	+	32	NA	Intergenic	Intergenic	-3056	NM_013495	12894	Mm.18522	NM_013495	ENSMUSG00000024900	Cpt1a	C730027G07|CPTI|Cpt1	carnitine palmitoyltransferase 1a, liver	protein-coding
Sanchez_et_al_peak_1247	chr18	75000383	75000502	+	32	NA	promoter-TSS (NR_028552).2	promoter-TSS (NR_028552).2	-35	NM_001002239	319195	Mm.276337	NM_001002239	ENSMUSG00000062328	Rpl17	-	ribosomal protein L17	protein-coding
Sanchez_et_al_peak_1462	chr2	115581284	115581416	+	32	NA	promoter-TSS (NM_001145898)	promoter-TSS (NM_001145898)	-366	NM_207264	399568	Mm.134929	NM_207264	ENSMUSG00000040282	BC052040	-	cDNA sequence BC052040	protein-coding
Sanchez_et_al_peak_104	chr1	155099608	155099728	+	29	NA	promoter-TSS (NM_010500)	promoter-TSS (NM_010500)	-32	NM_010500	15939	Mm.12246	NM_010500	ENSMUSG00000056708	Ier5	-	immediate early response 5	protein-coding
Sanchez_et_al_peak_1842	chr5	18250674	18250821	+	29	NA	Intergenic	RSINE1|SINE|B4	109666	NM_010305	14677	Mm.254629	NM_010305	ENSMUSG00000057614	Gnai1	AU046200|Gialpha1|Gnai-1	guanine nucleotide binding protein (G protein), alpha inhibiting 1	protein-coding
Sanchez_et_al_peak_743	chr14	21095858	21095997	+	29	NA	intron (NM_134079, intron 2 of 10)	intron (NM_134079, intron 2 of 10)	19775	NM_001243041	11534	Mm.188734	NM_134079	ENSMUSG00000039197	Adk	2310026J05Rik|5033405D03Rik|AI255373|AI987814|Ak	adenosine kinase	protein-coding
Sanchez_et_al_peak_560	chr12	36315710	36315827	+	29	NA	intron (NM_025312, intron 1 of 1)	intron (NM_025312, intron 1 of 1)	1599	NM_025312	66042	Mm.43375	NM_025312	ENSMUSG00000036169	Sostdc1	0610006G05Rik|Sostl|USAG-1|Wise|ectodin	sclerostin domain containing 1	protein-coding
Sanchez_et_al_peak_2127	chr6	108709263	108709407	+	29	NA	Intergenic	Intergenic	-48401	NR_104577	75394	Mm.395061	NR_040757	ENSMUSG00000087341	0610040F04Rik	-	RIKEN cDNA 0610040F04 gene	ncRNA
Sanchez_et_al_peak_2198	chr7	16781349	16781466	+	29	NA	promoter-TSS (NM_009201)	promoter-TSS (NM_009201)	61	NM_009201	20514	Mm.1056	NM_009201	ENSMUSG00000001918	Slc1a5	AAAT|ASCT2|ATBO|M7V1|M7VS1|R16|RDRC|Slc1a7	solute carrier family 1 (neutral amino acid transporter), member 5	protein-coding
Sanchez_et_al_peak_359	chr11	57969884	57970001	+	29	NA	Intergenic	B3A|SINE|B2	-39122	NM_028451	73158	Mm.248843	NM_028451	ENSMUSG00000037331	Larp1	1810024J12Rik|3110040D16Rik|Larp|mKIAA0731	La ribonucleoprotein domain family, member 1	protein-coding
Sanchez_et_al_peak_790	chr14	70336431	70336575	+	29	NA	intron (NM_144808, intron 1 of 9)	intron (NM_144808, intron 1 of 9)	11930	NM_001135152	213053	Mm.270647	NM_144808	ENSMUSG00000022094	Slc39a14	FAD-123|ZIP-14|Zip14|fad123	solute carrier family 39 (zinc transporter), member 14	protein-coding
Sanchez_et_al_peak_875	chr15	60823303	60823444	+	29	NA	exon (NM_001162926, exon 2 of 2)	exon (NM_001162926, exon 2 of 2)	408	NR_030696	320469	Mm.230853	NM_177166		9930014A18Rik	-	RIKEN cDNA 9930014A18 gene	ncRNA
Sanchez_et_al_peak_2150	chr6	120665489	120665724	+	29	NA	promoter-TSS (NM_001368706)	promoter-TSS (NM_001368706)	-708	NM_001368706	330409	Mm.333357	NM_001128151	ENSMUSG00000071226	Cecr2	2610101O16Rik|2810409N01Rik|Gtl4	CECR2, histone acetyl-lysine reader	protein-coding
Sanchez_et_al_peak_2532	chr9	35176009	35176129	+	29	NA	promoter-TSS (NM_027030)	promoter-TSS (NM_027030)	-82	NM_027030	69305	Mm.229110	NM_027030	ENSMUSG00000032040	Dcps	1700001E16Rik|AA408441	decapping enzyme, scavenger	protein-coding
Sanchez_et_al_peak_1518	chr2	157118572	157118733	+	29	NA	TTS (NM_001370610)	TTS (NM_001370610)	16444	NM_001139520	56045	Mm.248478	NM_018851	ENSMUSG00000027639	Samhd1	E330031J07Rik|Mg11|mSAMHD1	SAM domain and HD domain, 1	protein-coding
Sanchez_et_al_peak_42	chr1	61565642	61565759	+	29	NA	Intergenic	Intergenic	-73124	NM_001081050	72823	Mm.35153	NM_001081050	ENSMUSG00000052062	Pard3b	1810008K04Rik|2010002N16Rik|2810455B10Rik|Als2cr19|PAR3B|PAR3L|PAR3beta	par-3 family cell polarity regulator beta	protein-coding
Sanchez_et_al_peak_95	chr1	134321095	134321212	+	29	NA	exon (NM_001144855, exon 12 of 29)	exon (NM_001144855, exon 12 of 29)	11775	NM_001144855	68507	Mm.295105	NM_001144855	ENSMUSG00000026458	Ppfia4	100042382|1110008G13Rik|AI448359|AI852265|C81506|Gm3812	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4	protein-coding
Sanchez_et_al_peak_2056	chr6	52640360	52640520	+	29	NA	promoter-TSS (NM_145567)	promoter-TSS (NM_145567)	-140	NM_145567	58875	Mm.286458	NM_145567	ENSMUSG00000029776	Hibadh	6430402H10Rik|AI265272	3-hydroxyisobutyrate dehydrogenase	protein-coding
Sanchez_et_al_peak_52	chr1	86450323	86450442	+	29	NA	Intergenic	Intergenic	24053	NM_027966	71863	Mm.179627	NM_027966	ENSMUSG00000036574	Tex44	1700019O17Rik	testis expressed 44	protein-coding
Sanchez_et_al_peak_1856	chr5	31698456	31698615	+	29	NA	promoter-TSS (NM_153196)	promoter-TSS (NM_153196)	485	NM_181282	107976	Mm.482126	NM_144541	ENSMUSG00000052139	Babam2	6030405P19Rik|AI429776|B830038C02Rik|Bre	BRISC and BRCA1 A complex member 2	protein-coding
Sanchez_et_al_peak_886	chr15	73154729	73154851	+	29	NA	intron (NM_153178, intron 1 of 18)	intron (NM_153178, intron 1 of 18)	30157	NM_153178	239528	Mm.23095	NM_153178	ENSMUSG00000036698	Ago2	1110029L17Rik|2310051F07Rik|AI225898|AL022874|AW546247|Eif2c2|Gerp95|Gm10365|mKIAA4215	argonaute RISC catalytic subunit 2	protein-coding
Sanchez_et_al_peak_2066	chr6	67266253	67266370	+	29	NA	promoter-TSS (NM_001113564)	promoter-TSS (NM_001113564)	-668	NM_001113564	66870	Mm.240490	NM_025814	ENSMUSG00000036371	Serbp1	1200009K13Rik|9330147J08Rik|AL022786|Pairbp1	serpine1 mRNA binding protein 1	protein-coding
Sanchez_et_al_peak_1400	chr2	30717318	30717436	+	29	NA	Intergenic	Intergenic	-3833	NR_037272	100526499		NR_037272	ENSMUSG00000093091	Mir3089	mir-3089|mmu-mir-3089	microRNA 3089	ncRNA
Sanchez_et_al_peak_1643	chr3	107442713	107442834	+	29	NA	intron (NM_145922, intron 3 of 3)	intron (NM_145922, intron 3 of 3)	16125	NM_001356447	99738	Mm.101976	NM_145922	ENSMUSG00000027895	Kcnc4	AI850292|KSHIIIC|Kcr2-4|Kv3.4	potassium voltage gated channel, Shaw-related subfamily, member 4	protein-coding
Sanchez_et_al_peak_2598	chr9	68825970	68826087	+	29	NA	intron (NM_013646, intron 1 of 10)	intron (NM_013646, intron 1 of 10)	60682	NR_033299	320440	Mm.483129	NM_177159		9530091C08Rik	-	RIKEN cDNA 9530091C08 gene	ncRNA
Sanchez_et_al_peak_1152	chr17	64618011	64618128	+	29	NA	intron (NM_008549, intron 1 of 21)	intron (NM_008549, intron 1 of 21)	16420	NM_008549	17158	Mm.2433	NM_008549	ENSMUSG00000024085	Man2a1	Mana-2|Mana2|Map-2	mannosidase 2, alpha 1	protein-coding
Sanchez_et_al_peak_1536	chr2	168532012	168532205	+	29	NA	intron (NM_001037177, intron 5 of 6)	intron (NM_001037177, intron 5 of 6)	58257	NM_001037177	18019	Mm.116802	NM_010899	ENSMUSG00000027544	Nfatc2	AI607462|NF-ATc2|NF-ATp|NFAT1|NFAT1-D|Nfatp	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2	protein-coding
Sanchez_et_al_peak_1138	chr17	47033717	47033886	+	29	NA	Intergenic	B3|SINE|B2	-23269	NM_146078	224826	Mm.28234	NM_146078	ENSMUSG00000023977	Ubr2	9930021A08Rik|AI462103|AW540746|E130209G04Rik|mKIAA0349	ubiquitin protein ligase E3 component n-recognin 2	protein-coding
Sanchez_et_al_peak_2362	chr7	131257458	131257609	+	29	NA	intron (NM_001370825, intron 27 of 68)	intron (NM_001370825, intron 27 of 68)	64759	NM_008411	16433	Mm.142717	NM_008411	ENSMUSG00000040205	Cuzd1	Erg-1|Itmap1|Uo-44|Usg|Utczp	CUB and zona pellucida-like domains 1	protein-coding
Sanchez_et_al_peak_1957	chr5	136568339	136568484	+	29	NA	promoter-TSS (NM_001291238)	promoter-TSS (NM_001291238)	-921	NM_198602	13047	Mm.320317	NM_009986	ENSMUSG00000029705	Cux1	CDP|Cutl1|Cux|Cux-1	cut-like homeobox 1	protein-coding
Sanchez_et_al_peak_2354	chr7	127746034	127746153	+	29	NA	promoter-TSS (NM_172748)	promoter-TSS (NM_172748)	-682	NM_172748	233902	Mm.259353	NM_172748	ENSMUSG00000030811	Fbxl19	6030430O11|BC059812|Fbl19	F-box and leucine-rich repeat protein 19	protein-coding
Sanchez_et_al_peak_2356	chr7	127935315	127935455	+	29	NA	intron (NM_001319147, intron 10 of 14)	intron (NM_001319147, intron 10 of 14)	-5272	NM_133351	76560	Mm.5875	NM_133351	ENSMUSG00000030800	Prss8	2410039E18Rik|AI313909|C79772|CAP1|fr|mCAP1	protease, serine 8 (prostasin)	protein-coding
Sanchez_et_al_peak_1458	chr2	104815718	104815959	+	29	NA	intron (NM_001123327, intron 1 of 11)	intron (NM_001123327, intron 1 of 11)	858	NM_001123327	99003	Mm.274314	NM_001123327	ENSMUSG00000074994	Qser1	4732486I23Rik|AI502974	glutamine and serine rich 1	protein-coding
Sanchez_et_al_peak_760	chr14	34351875	34352065	+	29	NA	TTS (NM_183278)	TTS (NM_183278)	3423	NM_183278	69134	Mm.27156	NM_183278	ENSMUSG00000043681	Fam25c	2200001I15Rik|Fam25	family with sequence similarity 25, member C	protein-coding
Sanchez_et_al_peak_1901	chr5	96163241	96163358	+	29	NA	Intergenic	Intergenic	-1309	NM_144910	231464	Mm.28374	NM_144910	ENSMUSG00000034724	Cnot6l	4932442K20Rik	CCR4-NOT transcription complex, subunit 6-like	protein-coding
Sanchez_et_al_peak_2398	chr8	18846159	18846276	+	29	NA	promoter-TSS (NM_026792)	promoter-TSS (NM_026792)	-62	NM_026792	52123	Mm.24117	NM_026792	ENSMUSG00000031467	Agpat5	1110013A05Rik|D8Ertd319e	1-acylglycerol-3-phosphate O-acyltransferase 5 (lysophosphatidic acid acyltransferase, epsilon)	protein-coding
Sanchez_et_al_peak_1656	chr3	116513116	116513317	+	29	NA	intron (NM_001357344, intron 1 of 9)	intron (NM_001357344, intron 1 of 9)	146	NM_010022	13171	Mm.3636	NM_010022	ENSMUSG00000000340	Dbt	BCKAD-E2|D3Wsu60e	dihydrolipoamide branched chain transacylase E2	protein-coding
Sanchez_et_al_peak_2572	chr9	61366136	61366276	+	29	NA	Intergenic	Intergenic	-6160	NM_009389	21887	Mm.24255	NM_009389	ENSMUSG00000032280	Tle3	2610103N05Rik|ESG|Grg3a|Grg3b|mKIAA1547	transducin-like enhancer of split 3	protein-coding
Sanchez_et_al_peak_1343	chr19	46648661	46648789	+	29	NA	intron (NM_146099, intron 2 of 3)	intron (NM_146099, intron 2 of 3)	24275	NM_007809	13074	Mm.1262	NM_007809	ENSMUSG00000003555	Cyp17a1	Cyp17|p450c17	cytochrome P450, family 17, subfamily a, polypeptide 1	protein-coding
Sanchez_et_al_peak_2509	chr8	124564700	124564819	+	29	NA	intron (NM_007428, intron 1 of 4)	intron (NM_007428, intron 1 of 4)	4947	NM_007428	11606	Mm.301626	NM_007428	ENSMUSG00000031980	Agt	AI265500|AngI|AngII|Aogen|Serpina8	angiotensinogen (serpin peptidase inhibitor, clade A, member 8)	protein-coding
Sanchez_et_al_peak_1046	chr16	87726088	87726309	+	29	NA	intron (NM_007520, intron 4 of 4)	intron (NM_007520, intron 4 of 4)	27244	NM_007520	12013	Mm.26147	NM_007520	ENSMUSG00000025612	Bach1	6230421P05Rik|AI323795	BTB and CNC homology 1, basic leucine zipper transcription factor 1	protein-coding
Sanchez_et_al_peak_2139	chr6	117406147	117406264	+	28	NA	Intergenic	Intergenic	-89030	NR_152214	100126203	Mm.217172	NR_152214		6820426E19Rik	Gm43983	RIKEN cDNA 6820426E19 gene	ncRNA
Sanchez_et_al_peak_114	chr1	161035339	161035493	+	28	NA	promoter-TSS (NR_151479)	promoter-TSS (NR_151479)	500	NR_153812	14455	Mm.270065	NR_002840	ENSMUSG00000053332	Gas5	Gas-5|Mir5117|Snhg2	growth arrest specific 5	ncRNA
Sanchez_et_al_peak_267	chr10	115383698	115383845	+	28	NA	intron (NM_025780, intron 1 of 2)	intron (NM_025780, intron 1 of 2)	664	NM_025780	66816	Mm.32314	NM_025780	ENSMUSG00000020137	Thap2	2900040O07Rik|9030625G08Rik|AI450385|AI649097	THAP domain containing, apoptosis associated protein 2	protein-coding
Sanchez_et_al_peak_1619	chr3	95282876	95283030	+	28	NA	promoter-TSS (NM_173347)	promoter-TSS (NM_173347)	18	NM_133858	75007	Mm.279287	NM_133858	ENSMUSG00000038712	Mindy1	1810005H09Rik|4930504E06Rik|AA562754|AA960384|AW561904|Fam63a|cI-40|mKIAA1390|ni	MINDY lysine 48 deubiquitinase 1	protein-coding
Sanchez_et_al_peak_2397	chr8	18845905	18846022	+	28	NA	promoter-TSS (NM_026792)	promoter-TSS (NM_026792)	-316	NM_026792	52123	Mm.24117	NM_026792	ENSMUSG00000031467	Agpat5	1110013A05Rik|D8Ertd319e	1-acylglycerol-3-phosphate O-acyltransferase 5 (lysophosphatidic acid acyltransferase, epsilon)	protein-coding
Sanchez_et_al_peak_2552	chr9	46149452	46149569	+	28	NA	intron (NM_027498, intron 3 of 24)	B3|SINE|B2	-79120	NM_009692	11806	Mm.26743	NM_009692	ENSMUSG00000032083	Apoa1	Alp-1|Apoa-1|Brp-14|Ltw-1|Lvtw-1|Sep-1|Sep-2|Sep2|apo-AI|apoA-I	apolipoprotein A-I	protein-coding
Sanchez_et_al_peak_1341	chr19	46076333	46076450	+	28	NA	intron (NM_001039352, intron 1 of 12)	intron (NM_001039352, intron 1 of 12)	544	NM_053086	70769	Mm.402190	NM_053086	ENSMUSG00000015176	Nolc1	NOPP130|NOPP140|P130	nucleolar and coiled-body phosphoprotein 1	protein-coding
Sanchez_et_al_peak_1338	chr19	46056778	46056932	+	28	NA	intron (NM_001081214, intron 1 of 13)	CpG	316	NM_001346801	226169	Mm.2415	NM_145504	ENSMUSG00000055491	Pprc1	A930018M19|BC013720|PRC|mKIAA0595	peroxisome proliferative activated receptor, gamma, coactivator-related 1	protein-coding
Sanchez_et_al_peak_2365	chr7	132660572	132660704	+	28	NA	intron (NM_029609, intron 6 of 6)	intron (NM_029609, intron 6 of 6)	49995	NM_029609	76429	Mm.276721	NM_029609	ENSMUSG00000030946	Lhpp	2310007H09Rik	phospholysine phosphohistidine inorganic pyrophosphate phosphatase	protein-coding
Sanchez_et_al_peak_120	chr1	164521622	164521772	+	28	NA	Intergenic	Intergenic	18390	NR_151593	102635083	Mm.98705	NR_151593	ENSMUSG00000097281	Gm26685	-	predicted gene, 26685	ncRNA
Sanchez_et_al_peak_1813	chr4	148651221	148651338	+	28	NA	intron (NM_001368835, intron 2 of 11)	intron (NM_001368835, intron 2 of 11)	7962	NM_001368835	230909	Mm.332067	NM_001085505	ENSMUSG00000070577	Gm572	b2b1167Clo	predicted gene 572	protein-coding
Sanchez_et_al_peak_847	chr15	37135694	37135923	+	28	NA	Intergenic	CpG	-97228	NM_026496	252973	Mm.244612	NM_026496	ENSMUSG00000022286	Grhl2	0610015A08Rik|BOM|Tcfcp2l3|clft3	grainyhead like transcription factor 2	protein-coding
Sanchez_et_al_peak_127	chr1	171064578	171064695	+	28	NA	promoter-TSS (NR_106103)	promoter-TSS (NR_106103)	16	NR_106103	102466998		NR_106103	ENSMUSG00000099119	Mir6546	Gm27408|mmu-mir-6546	microRNA 6546	ncRNA
Sanchez_et_al_peak_1892	chr5	88554136	88554253	+	28	NA	promoter-TSS (NM_023054)	promoter-TSS (NM_023054)	-268	NM_023054	65961	Mm.490364	NM_023054	ENSMUSG00000070697	Utp3	2400011K09Rik|AW557551|C87704|Crl-1|Crl1|Crlz1|Sas10	UTP3 small subunit processome component	protein-coding
Sanchez_et_al_peak_542	chr12	17665963	17666080	+	28	NA	Intergenic	Intergenic	-24788	NM_016677	53602	Mm.313619	NM_016677	ENSMUSG00000071379	Hpcal1	NVL-3|NVP-3|Nvp3|VILIP3|Vnsl3|Vsnl3	hippocalcin-like 1	protein-coding
Sanchez_et_al_peak_1734	chr4	99877183	99877378	+	28	NA	intron (NM_145549, intron 2 of 11)	intron (NM_145549, intron 2 of 11)	47780	NM_145549	230500	Mm.331727	NM_145549	ENSMUSG00000073791	Efcab7	mKIAA1799	EF-hand calcium binding domain 7	protein-coding
Sanchez_et_al_peak_33	chr1	59178356	59178504	+	28	NA	intron (NM_028717, intron 25 of 33)	(CTGTG)n|Simple_repeat|Simple_repeat	-15041	NM_001164682	227157	Mm.474049	NM_145143	ENSMUSG00000079550	Mpp4	Dlg6	membrane protein, palmitoylated 4 (MAGUK p55 subfamily member 4)	protein-coding
Sanchez_et_al_peak_2004	chr6	5413350	5413473	+	28	NA	intron (NM_001355662, intron 2 of 4)	intron (NM_001355662, intron 2 of 4)	23001	NM_001355662	65255	Mm.51340	NM_023048	ENSMUSG00000042607	Asb4	8430401O13Rik|AV117194|AW060255	ankyrin repeat and SOCS box-containing 4	protein-coding
Sanchez_et_al_peak_838	chr15	34678877	34678994	+	28	NA	promoter-TSS (NM_145469)	promoter-TSS (NM_145469)	-229	NM_145469	223473	Mm.258402	NM_145469	ENSMUSG00000038879	Nipal2	9330161F08Rik|Npal2	NIPA-like domain containing 2	protein-coding
Sanchez_et_al_peak_1154	chr17	67323890	67324015	+	28	NA	intron (NM_008984, intron 1 of 30)	intron (NM_008984, intron 1 of 30)	30507	NM_008984	19274	Mm.311809	NM_008984	ENSMUSG00000033278	Ptprm	RPTPmu|mKIAA4044	protein tyrosine phosphatase, receptor type, M	protein-coding
Sanchez_et_al_peak_2082	chr6	82996732	82996849	+	28	NA	intron (NM_033079, intron 4 of 9)	intron (NM_033079, intron 4 of 9)	36681	NM_010070	13448	Mm.156	NM_010070	ENSMUSG00000068335	Dok1	AW557123|p62DOK	docking protein 1	protein-coding
Sanchez_et_al_peak_2024	chr6	31079759	31079900	+	28	NA	Intergenic	Intergenic	-16736	NR_029532	387223		NR_029532	ENSMUSG00000065604	Mir29b-1	Mirn29b|Mirn29b-1|mir-29b-1	microRNA 29b-1	ncRNA
Sanchez_et_al_peak_227	chr10	80509697	80509849	+	28	NA	intron (NM_139226, intron 1 of 1)	intron (NM_139226, intron 1 of 1)	14867	NM_139226	246086	Mm.250572	NM_139226	ENSMUSG00000045518	Onecut3	OC-3|Oc3	one cut domain, family member 3	protein-coding
Sanchez_et_al_peak_1196	chr18	16357847	16357979	+	28	NA	Intergenic	Intergenic	451333	NM_007664	12558	Mm.257437	NM_007664	ENSMUSG00000024304	Cdh2	CDHN|N-CAD|Ncad	cadherin 2	protein-coding
Sanchez_et_al_peak_701	chr13	93487807	93487951	+	28	NA	intron (NM_021310, intron 1 of 10)	intron (NM_021310, intron 1 of 10)	11929	NM_021310	57748	Mm.100273	NM_021310	ENSMUSG00000021690	Jmy	-	junction-mediating and regulatory protein	protein-coding
Sanchez_et_al_peak_498	chr11	113749831	113749948	+	28	NA	intron (NM_001163346, intron 1 of 1)	intron (NM_001163346, intron 1 of 1)	1271	NM_020006	56699	Mm.293378	NM_020006	ENSMUSG00000041598	Cdc42ep4	1500041M20Rik|Borg4|CEP4	CDC42 effector protein (Rho GTPase binding) 4	protein-coding
